0.9192060795	sparc
0.9155114933	promela
0.9153373620	taiwanese
0.9130947106	insar
0.9129628829	hu
0.9125667938	medline
0.9118757823	lin
0.9118603383	mosfets
0.9117248198	jim
0.9116948394	mason
0.9104252713	cisco
0.9101299039	turkey
0.9101021160	stern
0.9099369559	finnish
0.9096761750	xen
0.9095318815	yang
0.9093537960	powerpoint
0.9093391009	vdd
0.9088730023	mbps
0.9086336916	isis
0.9085745768	tracer
0.9084686395	mathematica
0.9084228927	allen
0.9083529009	andrew
0.9083263439	estelle
0.9081847066	inp
0.9080748152	ajax
0.9079686723	lustre
0.9079258803	lai
0.9076969030	pearl
0.9076217194	microsystems
0.9075221343	austin
0.9074670249	oct
0.9074511366	flickr
0.9071606735	srams
0.9070523537	aster
0.9070186718	med
0.9069915266	safari
0.9069770468	unicore
0.9069684617	cosmos
0.9068870972	netflow
0.9068866308	muse
0.9068407053	mach
0.9068257057	raman
0.9067695516	rio
0.9066962437	sic
0.9066225069	hungarian
0.9065100451	tango
0.9064097933	gaia
0.9062694349	uppaal
0.9062568966	orca
0.9062129989	gen
0.9060582699	cadence
0.9060081531	moodle
0.9059091377	radiotherapy
0.9055073862	jboss
0.9054448269	norway
0.9053407053	thomas
0.9051416026	vista
0.9050186718	rob
0.9049764799	elm
0.9048618785	kanban
0.9047829101	locator
0.9047159434	simulink
0.9046346469	rams
0.9045933747	rabbit
0.9045748152	mars
0.9044810374	cie
0.9043656760	cyclops
0.9043463520	ore
0.9043220610	midas
0.9042141736	malaysian
0.9041955189	modeler
0.9041386284	astral
0.9040633533	spider
0.9039780701	synopsys
0.9039684680	cedar
0.9038465777	bleu
0.9038045139	estonian
0.9037892136	phd
0.9037215820	chile
0.9035598820	tx
0.9035413657	gan
0.9035106504	cobra
0.9034473237	opal
0.9033666673	pacman
0.9033616587	exor
0.9032224067	lax
0.9032085946	bicmos
0.9032043603	wavefront
0.9031845899	tcl
0.9031672258	zeno
0.9031264955	emerald
0.9031178397	renal
0.9030854403	tesla
0.9030748266	shogi
0.9030659961	james
0.9030230761	condor
0.9029686816	swedish
0.9029080324	ipsec
0.9028202118	hex
0.9028202118	octopus
0.9027901105	marco
0.9027735098	athena
0.9026727691	coral
0.9026713323	rose
0.9026652623	proteus
0.9026604758	winnow
0.9026397931	gemini
0.9026080199	tetris
0.9025929003	amd
0.9024862137	verilog
0.9024819580	ode
0.9023017950	saga
0.9022765487	rcs
0.9022595669	csg
0.9022045498	mizar
0.9021909391	sexual
0.9020985035	ron
0.9020558273	fq
0.9020230761	wu
0.9020221343	paul
0.9020210312	miller
0.9019744380	giga
0.9019696784	artemis
0.9019113845	midi
0.9018454305	clarke
0.9017641894	ben
0.9017526102	brown
0.9017346541	jade
0.9017282290	heapsort
0.9017248198	dirac
0.9016248152	rlc
0.9016167098	seu
0.9015898045	fund
0.9015881434	cams
0.9015370640	url
0.9015240903	dan
0.9015014955	legion
0.9014920499	wpans
0.9014909279	singer
0.9014670249	rx
0.9014500431	sdma
0.9014482880	prom
0.9014429003	lf
0.9013755660	f1
0.9013054109	linda
0.9012914818	modis
0.9012618924	neo
0.9012302889	telco
0.9011490341	weber
0.9011335075	myrinet
0.9011316014	vienna
0.9011248152	mips
0.9011213421	oxford
0.9010794879	grape
0.9010748152	sap
0.9010269290	rook
0.9009819580	ide
0.9009743820	song
0.9009569917	israel
0.9009100955	zebra
0.9008343652	iran
0.9008021430	ariadne
0.9007613451	titan
0.9007361660	web3d
0.9006999856	mehr
0.9006851399	perl
0.9006644765	fastica
0.9006167098	cnc
0.9006067921	camshift
0.9005809240	captchas
0.9005366068	google's
0.9005361565	prism
0.9004820178	disco
0.9004590035	oasis
0.9004488205	weibull
0.9004475444	dacs
0.9004388775	slim
0.9003811076	pomdps
0.9003755660	gnutella
0.9003638743	cole
0.9003442254	hera
0.9003300703	modelica
0.9002807614	ulam
0.9002362644	chris
0.9002356661	basque
0.9002319333	sato
0.9002184385	baroque
0.9001865294	hydra
0.9001397836	pegasus
0.9001217526	vibrotactile
0.9000935654	ding
0.9000857676	alan
0.9000452605	mexico
0.9000380641	minerva
0.9000114042	jess
0.9000014413	db2
0.8999360372	winter
0.8998929894	romanian
0.8998759138	nonsymmetric
0.8998202118	prob
0.8998061830	medieval
0.8997955043	prams
0.8997527392	smos
0.8997272582	farsi
0.8997186537	lotos
0.8996699893	hollywood
0.8996314279	jini
0.8996129291	rex
0.8995937498	nusmv
0.8995603447	argus
0.8995168463	webgis
0.8994909333	dragon
0.8994846541	ag
0.8994624494	contactless
0.8994621148	dwarf
0.8994500431	pic
0.8994284424	han
0.8993891606	squid
0.8993891606	tim
0.8993672258	mills
0.8992931622	kurt
0.8992909279	ruby
0.8992833022	lingo
0.8992747020	motorola
0.8992555182	o2
0.8991748749	pact
0.8991248152	dom
0.8991095992	vmware
0.8991014894	eve
0.8990510783	clifford
0.8990150360	sack
0.8989504448	islamic
0.8989500431	etl
0.8989262336	cmmi
0.8989231378	county
0.8989000431	pv
0.8988831742	sina
0.8988598000	rev
0.8988200360	russian
0.8988007095	koala
0.8987964720	laguerre
0.8987936816	mentor
0.8987172132	reviewer
0.8987129174	civic
0.8986913325	simula
0.8986827356	seal
